text|source|page|chunk_id
"when added to the Mediterranean diet can offer greater cardiovascular disease benefit ( 12).
Conversely, the data regarding other legumes is not as positive. Legumes are typically 
considered the seeds of plants that contain roots, which utilize nitrogen-fixing bacteria on 
their roots, comprised of a wide variety of sources and types difficult to carefully study. 
These seeds are considered low-glycemic and a useful dietary source of protein and fiber."|data_input/cureus/nihms-635483.pdf|7|2b4d95fc0e144475be99181b9c2f9219
"Initial observational studies showed legume and soy intake to be beneficial toward 
preventing cardiovascular disease ( 87) as NHANES data showed an 11% reduction in 
cardiovascular disease in women who consumed legumes four or more times weekly over 
those who consumed legumes one, or fewer, times weekly. Similar observational data has 
been reported out of Japan ( 88) and China ( 89).Widmer et al. Page 8
Am J Med . Author manuscript; available in PMC 2016 March 01."|data_input/cureus/nihms-635483.pdf|7|50e80b3dd48c4457b6b439c2ff76794d
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript|data_input/cureus/nihms-635483.pdf|7|59e4ffaf1caf414b9077346f842c6230
"RCT data rarely addresses hard cardiovascular disease endpoints, and the grouped data only 
shows marginal benefits with regard to lipid levels, blood pressure, or endothelial function. 
Small RCTs in low-moderate risk patients show little ( 90) to no change in lipid levels ( 91, 
92). Yet one meta-analysis shows a 5% reduction in LDL levels in patients who were 
randomized to high legume intake ( 93), however this reduction was not noted to have an"|data_input/cureus/nihms-635483.pdf|8|75292b19faf447e2a63e004fc326a439
"effect on hard cardiovascular disease endpoints. RCTs have shown a benefit on blood 
pressure in patients with moderate hypertension ( 94). And a recent RCT shows no benefit of 
soy on NO bioavailability or BP in moderately hypertensive, post-menopausal women ( 95), 
consistent with prior meta-analyses mentioned above ( 93).
However, subsequent meta-analyses have been less convincing regarding cardiovascular"|data_input/cureus/nihms-635483.pdf|8|9d7804957096454f9cbaee5fbd31d652
"disease benefit, particularly with regard to surrogate endpoints. Due to a potential anti-
inflammatory and vaso-protective benefit, a multitude of studies has examined the effect of 
soy on endothelial function. A fairly recent meta-analysis of RCTs shows no benefit of soy 
on endothelial function ( 96); however when the age-related results are adjusted for baseline 
endothelial function, there is a moderate benefit of soy supplementation. A larger sample of"|data_input/cureus/nihms-635483.pdf|8|52b14b7662be452d9f2e5f078327a17d
"RCTs studies showed no benefit from soy supplementation on normotensive patients ( 97) 
and an earlier meta-analysis mirrored these findings ( 98). Thus, despite an abundance of 
observational data, and recent, well-designed RCTs and subsequent meta-analyses, we find 
little direct evidence that legume intake, alone, has direct cardiovascular disease benefit. 
Interestingly, while nutritionally similar and usually grouped together with nuts – which do"|data_input/cureus/nihms-635483.pdf|8|b63ab1c985194df6a78d1b6e8a171349
"have a positive cardiovascular disease impact – It could be hypothesized that legume intake 
must be part of the Mediterranean diet as a whole, and cannot be supplemented in isolation 
for cardiovascular disease protection.
Conclusions
The Mediterranean Diet is arguably the best-studied and most evidence-based diet to prevent 
not only CVD but also other chronic diseases, as it has become the standard for healthy 
eating and a dietary template of particular value. The primary advantage of the"|data_input/cureus/nihms-635483.pdf|8|cc04583bebea49ea97cb08d9874c5485
"Mediterranean diet appears to lie in its synergy among various cardio-protective nutrients 
and foods ( 99). Indeed, the diet and, to a lesser degree, its components have been found to 
reduce cardiovascular disease risk by mechanisms including reduction of surrogates of 
cardiovascular disease such as blood pressure, lipids, endothelial dysfunction, glucose, BMI, 
and waist circumference as well as by providing increased NO bioavailability, antioxidant"|data_input/cureus/nihms-635483.pdf|8|995f859e339b48cc9a55198d4560eab9
"properties, as well as anti-inflammatory effects (Figure 2).
As illustrated in this review, the Mediterranean diet has proven secondary cardiovascular 
disease prevention benefit and improvements in surrogate markers for cardiovascular 
disease as evidenced by copious observational, RTC, and even meta-analyses. Certain 
constituents of the Mediterranean diet, including fish and nuts, have established 
cardiovascular morbidity/mortality benefits (Table 1), which can possibly be noted in"|data_input/cureus/nihms-635483.pdf|8|e318729ed90b408bb21a0efb1b6ee125
"isolation from the remainder of the Mediterranean diet. Both observational and RCT data 
documented improvement in cardiovascular disease prevention (Table 1) with constituents 
of the Mediterranean diet which should be consumed in moderation to ensure a balanced 
diet and avoid caloric excess. Preventive measures depend strongly upon length of time Widmer et al. Page 9
Am J Med . Author manuscript; available in PMC 2016 March 01."|data_input/cureus/nihms-635483.pdf|8|84e8dcdd6d04468fb55772ec61a77981
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript|data_input/cureus/nihms-635483.pdf|8|9b9311516a81484284bed444a41a6d82
"followed—it is a life-long commitment, not something that can be done episodically. 
Duration may be more important than intensity, especially because high intensities are 
difficult to sustain. Simply changing one or following a few dietary constituents does not 
exclude detrimental effects of the rest of the diet or lifestyle. This is, of course, why the 
dietary pattern is much more important than the effects of individual constituents. In fact,"|data_input/cureus/nihms-635483.pdf|9|52811eef53034f98b7b9b0fee1f2c9db
"the content of this review reveals that our best culinary interventions may not involve 
specific foods, but relate to a collection of healthy nutrients comparable to the 
Mediterranean diet – that is comprised of a group of foods considered beneficial for 
cardiovascular health.
Acknowledgments
This work was partly supported by NIH grants #HL92954 and #HL085307. AJF is supported by the Walter and"|data_input/cureus/nihms-635483.pdf|9|63877eb387e748828bc19a012a497810
"Gertrud Siegenthaler Foundation, the young academics Support Committee of the University of Zurich, and the 
Swiss foundation for medical-biological scholarships (SSMBS; SNSF No PASMP3_132551).
References
1. Lloyd-Jones D, Adams RJ, Brown TM, Carnethon M, Dai S, De Simone G, Ferguson TB, Ford E, 
Furie K, Gillespie C, Go A, Greenlund K, Haase N, Hailpern S, Ho PM, Howard V, Kissela B, 
Kittner S, Lackland D, Lisabeth L, Marelli A, McDermott MM, Meigs J, Mozaffarian D, Mussolino"|data_input/cureus/nihms-635483.pdf|9|20723fee2a444313b6d1794c7dd229bd
"M, Nichol G, Roger VL, Rosamond W, Sacco R, Sorlie P, Stafford R, Thom T, Wasserthiel-
Smoller S, Wong ND, Wylie-Rosett J, American Heart Association Statistics Committee; Stroke 
Statistics Subcommittee. Heart Disease and Stroke Statistics—2010 Update. A Report from the 
American Heart Association Statistics Committee and Stroke Statistics Subcommittee. Circulation. 
2010; 121:e1–e170. [PubMed: 20048228]"|data_input/cureus/nihms-635483.pdf|9|308e7bc4123c4a01b338cfdf482ca7da
"2010; 121:e1–e170. [PubMed: 20048228] 
2. Schroeder S. Shattuck Lecture. We can do better--improving the health of the American people. N 
Engl J Med. 2007; 357(12):1221–8. [PubMed: 17881753] 
3. Keys, A.; Aravanis, C. Seven Countries: A Multivariate Analysis of Death and Coronary Heart 
Disease. Harvard University Press; Cambridge, MA: 1980. 
4. Kris-Etherton P, Innis S. Position of the American Dietetic Association and Dietitians of Canada:"|data_input/cureus/nihms-635483.pdf|9|11aedb7c7b194e47abeecf6160cb4e33
"dietary fatty acids. J Am Diet Assoc. 2007; 107:1599–611. [PubMed: 17936958] 
5. Lichtenstein A, Appel LJ, Brands M, Carnethon M, Daniels S, Franch HA, Franklin B, Kris-
Etherton P, Harris WS, Howard B, Karanja N, Lefevre M, Rudel L, Sacks F, Van Horn L, Winston 
M, Wylie-Rosett J, American Heart Association Nutrition Committee. Diet and lifestyle 
recommendations revision 2006: a scientific statement from the American Heart Association"|data_input/cureus/nihms-635483.pdf|9|004a9e5167034e46aee17223b80c1bda
"Nutrition Committee. Circulation. 2006; 114(1):82–96. [PubMed: 16785338] 
6. de Lorgeril M, Salen P, Martin JL, Monjaud I, Delaye J, Mamelle N. Mediterranean diet, traditional 
risk factors, and the rate of cardiovascular complications after myocardial infarction: final report of 
the Lyon Diet Heart Study. Circulation. 1999; 99(6):779–85. [PubMed: 9989963] 
7. Estruch R, Ros E, Salas-Salvadó J, Covas MI, Corella D, Arós F, Gómez-Gracia E, Ruiz-Gutiérrez"|data_input/cureus/nihms-635483.pdf|9|91a39900840a4e0fa59e5d4fe69ec08b
"V, Fiol M, Lapetra J, Lamuela-Raventos R, Serra-Majem L, Pintó X, Basora J, Muñoz MA, Sorlí 
JV, Martínez JA, Martínez-González MA. Primary Prevention of Cardiovascular Disease with a 
Mediterranean Diet. NEJM. 2013; 368(14):1279–90. [PubMed: 23432189] 
8. de Lorgeril M, Renaud S, Mamelle N, Salen P, Martin JL, Monjaud I, Guidollet J, Touboul P, 
Delaye J. Mediterranean alpha-linolenic acid-rich diet in secondary prevention of coronary heart"|data_input/cureus/nihms-635483.pdf|9|0dd9c758d6674161ad6c3e6804be5f13
"disease. Lancet. 1994; 343(8911):1454–9. [PubMed: 7911176] 
9. Llorente-Cortés V, Estruch R, Mena MP, Ros E, González MA, Fitó M, Lamuela-Raventós RM, 
Badimon L. Effect of Mediterranean diet on the expression of pro-atherogenic genes in a population 
at high cardiovascular risk. Atherosclerosis. 2010; 208:442–50. [PubMed: 19712933] 
10. Estruch R, Martínez-González MA, Corella D, Salas-Salvadó J, Ruiz-Gutiérrez V, Covas MI, Fiol"|data_input/cureus/nihms-635483.pdf|9|2363b6c6fd3c46028b4b9dee2d11c6fc
"M, Gómez-Gracia E, López-Sabater MC, Vinyoles E, Arós F, Conde M, Lahoz C, Lapetra J, Sáez 
G, Ros E, PREDIMED Study Investigators. Effects of a Mediterranean-style diet on Widmer et al. Page 10
Am J Med . Author manuscript; available in PMC 2016 March 01.
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript"|data_input/cureus/nihms-635483.pdf|9|00e2a65f6c904315945b3bf017b84888
"cardiovascular risk factors: a randomized trial. Ann Intern Med. 2006; 145(1):1–11. [PubMed: 
16818923] 
11. Salas-Salvadó J, Bulló M, Babio N, Martínez-González MÁ, Ibarrola-Jurado N, Basora J, Estruch 
R, Covas MI, Corella D, Arós F, Ruiz-Gutiérrez V, Ros E, PREDIMED Study Investigators. 
Reduction in the incidence of type 2 diabetes with the Mediterranean diet: results of the 
PREDIMED-Reus nutrition intervention randomized trial. Diabetes Care. 2011; 34(1):14–9. 
[PubMed: 20929998]"|data_input/cureus/nihms-635483.pdf|10|73b3138f887e4ff3a6794cb0cf503fe5
"[PubMed: 20929998] 
12. Salas-Salvadó, J ea. Effect of a Mediterranean diet supplemented with nuts on metabolic syndrome 
status: one-year results of the PREDIMED randomized trial. Arch Intern Med. 2008; 168(22):
2449–58. [PubMed: 19064829] 
13. Fung T, Rexrode KM, Mantzoros CS, Manson JE, Willett WC, Hu FB. Mediterranean diet and 
incidence of and mortality from coronary heart disease and stroke in women. Circulation. 2009; 
119(8):1093–100. [PubMed: 19221219]"|data_input/cureus/nihms-635483.pdf|10|6931b7840482414e8f267c62af2f5d4d
"119(8):1093–100. [PubMed: 19221219] 
14. Keys A, Menotti A, Karvonen MJ, Aravanis C, Blackburn H, Buzina R, Djordjevic BS, Dontas 
AS, Fidanza F, Keys MH. The diet and 15-year death rate in the seven countries study. Am J 
Epidemiol. 1986; 124:903–15. [PubMed: 3776973] 
15. Kastorini C, Milionis HJ, Esposito K, Giugliano D, Goudevenos JA, Panagiotakos DB. The effect 
of Mediterranean diet on metabolic syndrome and its components: a meta-analysis of 50 studies"|data_input/cureus/nihms-635483.pdf|10|585faf415a4b4455b7935243d4581545
"and 534,906 individuals. J Am Coll Cardiol. 2011; 57(11):1299–313. [PubMed: 21392646] 
16. Nordmann A, Suter-Zimmermann K, Bucher HC, Shai I, Tuttle KR, Estruch R, Briel M. Meta-
analysis comparing mediterranean to low-fat diets for modification of cardiovascular risk factors. 
Am J Med. 2011; 124(9):841–51. [PubMed: 21854893] 
17. Kris-Etherton P, Harris WS, Appel LJ, American Heart Association; Nutrition Committee. Fish"|data_input/cureus/nihms-635483.pdf|10|2e3d8277b5d7432dafa7440da47520af
"consumption, fish oil, omega-3 fatty acids, and cardiovascular disease. Circulation. 2002; 106(21):
2747–57. [PubMed: 12438303] 
18. Graham I, Atar D, Borch-Johnsen K, Boysen G, Burell G, Cifkova R, Dallongeville J, De Backer 
G, Ebrahim S, Gjelsvik B, Herrmann-Lingen C, Hoes A, Humphries S, Knapton M, Perk J, Priori 
SG, Pyorala K, Reiner Z, Ruilope L, Sans-Menendez S, Scholte op Reimer W, Weissberg P, Wood"|data_input/cureus/nihms-635483.pdf|10|6ef3c22c7e2743f89577c41091dda75e
"D, Yarnell J, Zamorano JL, Walma E, Fitzgerald T, Cooney MT, Dudina A, European Society of 
Cardiology (ESC) Committee for Practice Guidelines (CPG). European guidelines on 
cardiovascular disease prevention in clinical practice: executive summary: Fourth Joint Task Force 
of the European Society of Cardiology and Other Societies on Cardiovascular Disease Prevention 
in Clinical Practice (Constituted by representatives of nine societies and by invited experts). Eur"|data_input/cureus/nihms-635483.pdf|10|c8c0d968a5064e6dad68abfa71f60500
"Heart J. 2007; 28(19):2375–414. [PubMed: 17726041] 
19. Bucher H, Hengstler P, Schindler C, Meier G. N-3 polyunsaturated fatty acids in coronary heart 
disease: a meta-analysis of randomized controlled trials. Am J Med. 2002; 112(4):298–304. 
[PubMed: 11893369] 
20. Carroll D, Roth MT. Evidence for the cardioprotective effects of omega-3 Fatty acids. Ann 
Pharmacother. 2002; 36(12):1950–6. [PubMed: 12452760]"|data_input/cureus/nihms-635483.pdf|10|88e7b344dc2845d7a27bd3e133278c9b
"21. Chen Q, Cheng LQ, Xiao TH, Zhang YX, Zhu M, Zhang R, Li K, Wang Y, Li Y. Effects of 
omega-3 fatty acid for sudden cardiac death prevention in patients with cardiovascular disease: a 
contemporary meta-analysis of randomized, controlled trials. Cardiovasc Drugs Ther. 2011; 25(3):
259–65. [PubMed: 21626218] 
22. Di Minno M, Tremoli E, Tufano A, Russolillo A, Lupoli R, Di Minno G. Exploring newer"|data_input/cureus/nihms-635483.pdf|10|70d94a95cf374eb0b9311a3e44e2e896
"cardioprotective strategies: ω-3 fatty acids in perspective. Thromb Haemost. 2010; 104(4):664–80. 
[PubMed: 20806105] 
23. Filion K, El Khoury F, Bielinski M, Schiller I, Dendukuri N, Brophy JM. Omega-3 fatty acids in 
high-risk cardiovascular patients: a meta-analysis of randomized controlled trials. BMC 
Cardiovasc Disord. 2010; 10(24)
24. Hooper L, Thompson RL, Harrison RA, Summerbell CD, Ness AR, Moore HJ, Worthington HV,"|data_input/cureus/nihms-635483.pdf|10|fd6f2523932c49ff997f2edcd73e0b40
"Durrington PN, Higgins JP, Capps NE, Riemersma RA, Ebrahim SB, Davey Smith G. Risks and 
benefits of omega 3 fats for mortality, cardiovascular disease, and cancer: systematic review. BMJ. 
2006; 332(7544):752–60. [PubMed: 16565093] Widmer et al. Page 11
Am J Med . Author manuscript; available in PMC 2016 March 01.
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript"|data_input/cureus/nihms-635483.pdf|10|0d6f8a93e44448d4a58d6ab9c53609f9
"25. Oomen C, Feskens EJ, Räsänen L, Fidanza F, Nissinen AM, Menotti A, Kok FJ, Kromhout D. Fish 
consumption and coronary heart disease mortality in Finland, Italy, and The Netherlands. Am J 
Epidemiol. 2000; 151(10):999–1006. [PubMed: 10853639] 
26. von Schacky C, Harris WS. Cardiovascular benefits of omega-3 fatty acids. Cardiovasc Res. 2007; 
73(2):310–5. [PubMed: 16979604] 
27. Whelton S, He J, Whelton PK, Muntner P. Meta-analysis of observational studies on fish intake"|data_input/cureus/nihms-635483.pdf|11|7c79cf42266c41ab83493549ad8678f5
"and coronary heart disease. Am J Cardiol. 2004; 93(9):1119–23. [PubMed: 15110203] 
28. Yzebe D, Lievre M. Fish oils in the care of coronary heart disease patients: a meta-analysis of 
randomized controlled trials. Fundam Clin Pharmacol. 2004; 18(5):581–92. [PubMed: 15482380] 
29. Mente A, de Koning L, Shannon HS, Anand SS. A systematic review of the evidence supporting a 
causal link between dietary factors and coronary heart disease. Arch Intern Med. 2009; 169(7):
659–69. [PubMed: 19364995]"|data_input/cureus/nihms-635483.pdf|11|a9bc794180e6476488544b26b344a139
"659–69. [PubMed: 19364995] 
30. Burr M, Ashfield-Watt PA, Dunstan FD, Fehily AM, Breay P, Ashton T, Zotos PC, Haboubi NA, 
Elwood PC. Lack of benefit of dietary advice to men with angina: Results of a controlled trial. Eur 
J Clin Nutr. 2003; 57:193–200. [PubMed: 12571649] 
31. Miocardico R, Gruppo Italiano per lo Studio della Sopravvivenza Nell’Infarto. Dietary 
supplementation with n-3 polyunsaturated fatty acids and vitamin E after myocardial infarction:"|data_input/cureus/nihms-635483.pdf|11|4112953ed5384d2bacab2b4e077e4483
"results of the GISSI-Prevenzione Trial. Lancet. 1999; 354(9177):447–55. [PubMed: 10465168] 
32. Yokoyama M, Origasa H, Matsuzaki M, Matsuzawa Y, Saito Y, Ishikawa Y, Oikawa S, Sasaki J, 
Hishida H, Itakura H, Kita T, Kitabatake A, Nakaya N, Sakata T, Shimada K, Shirato K, Japan 
EPA lipid intervention study (JELIS) Investigators. Effects of eicosapentaenoic acid on major 
coronary events in hypercholesterolaemic patients (jelis): A randomised open-label, blinded"|data_input/cureus/nihms-635483.pdf|11|666d8cd294aa4668866d708dffded095
"endpoint analysis. Lancet. 2007; 369:1090–8. [PubMed: 17398308] 
33. Burr M, Fehily AM, Gilbert JF, Rogers S, Holliday RM, Sweetnam PM, Elwood PC, Deadman 
NM. Effects of changes in fat, fish and fibre intakes on death and reinfarction: diet and reinfarction 
trial (DART). Lancet. 1989; 2(8666):757–61. [PubMed: 2571009] 
34. He K, Song Y, Daviglus ML, Liu K, Van Horn L, Dyer AR, Greenland P. Accumulated evidence"|data_input/cureus/nihms-635483.pdf|11|deea402198894f05958114dde46ace53
"on fish consumption and coronary heart disease mortality: A meta-analysis of cohort studies. 
Circulation. 2004; 109:2705–11. [PubMed: 15184295] 
35. Marckmann P, Gronbaek M. prospective cohort studies. Fish consumption and coronary heart 
disease mortality: a systematic review of prospective cohort studies. Eur J Clin Nutr. 1999; 53(8):
585–90. [PubMed: 10477243] 
36. Morris MC, Manson JE, Rosner B, et al. Fish Consumption and Cardiovascular Disease in the"|data_input/cureus/nihms-635483.pdf|11|4fa2f3edcd7146ae94c7bcade956beb4
"Physicians’ Health Study: A Prospective Study. American Journal of Epidemiology. 1995; 142(2):
166–75. [PubMed: 7598116] 
37. Ascherio A, Rimm EB, Stampfer MJ, Giovannucci EL, Willett WC. Dietary intake of marine n-3 
fatty acids, fish intake, and the risk of coronary disease among men. N Engl J Med. 1995; 332(15):
977–82. [PubMed: 7885425] 
38. Balk E, Lichtenstein AH, Chung M, Kupelnick B, Chew P, Lau J. Effects of omega-3 fatty acids"|data_input/cureus/nihms-635483.pdf|11|c1322d3da33247ada5e8fc7a1034048b
"on serum markers of cardiovascular disease risk: a systematic review. Atherosclerosis. 2006; 
189(1):19–30. [PubMed: 16530201] 
39. Appel L, Miller ER 3rd, Seidler AJ, Whelton PK. Does supplementation of diet with ‘fish oil’ 
reduce blood pressure? A meta-analysis of controlled clinical trials. Arch Intern Med. 1993; 
153(12):1429–38. [PubMed: 8141868] 
40. Morris M, Sacks F, Rosner B. Does fish oil lower blood pressure? A meta-analysis of controlled"|data_input/cureus/nihms-635483.pdf|11|63a8b1e3867341c897c9c5c23843e502
"trials. Circulation. 1993; 88(2):523–33. [PubMed: 8339414] 
41. Calder P. n-3 Fatty acids and cardiovascular disease: evidence explained and mechanisms 
explored. Clin Sci (Lond). 2004; 107(1):1–11. [PubMed: 15132735] 
42. Harris W, Miller M, Tighe AP, Davidson MH, Schaefer EJ. Omega-3 fatty acids and coronary 
heart disease risk: Clinical and mechanistic perspectives. Atherosclerosis. 2008; 197:12–24. 
[PubMed: 18160071]"|data_input/cureus/nihms-635483.pdf|11|dad5f3fde54f4202a3dad093be48adf2
"[PubMed: 18160071] 
43. Howard B, Van Horn L, Hsia J, Manson JE, Stefanick ML, Wassertheil-Smoller S, Kuller LH, 
LaCroix AZ, Langer RD, Lasser NL, Lewis CE, Limacher MC, Margolis KL, Mysiw WJ, Ockene 
JK, Parker LM, Perri MG, Phillips L, Prentice RL, Robbins J, Rossouw JE, Sarto GE, Schatz IJ, Widmer et al. Page 12
Am J Med . Author manuscript; available in PMC 2016 March 01.
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript"|data_input/cureus/nihms-635483.pdf|11|bed79d9321bb43bb9685b0f4544a7143
"Snetselaar LG, Stevens VJ, Tinker LF, Trevisan M, Vitolins MZ, Anderson GL, Assaf AR, 
Bassford T, Beresford SA, Black HR, Brunner RL, Brzyski RG, Caan B, Chlebowski RT, Gass M, 
Granek I, Greenland P, Hays J, Heber D, Heiss G, Hendrix SL, Hubbell FA, Johnson KC, Kotchen 
JM. Low-fat dietary pattern and risk of cardiovascular disease: the Women’s Health Initiative 
Randomized Controlled Dietary Modification Trial. JAMA. 2006; 295(6):655–66. [PubMed: 
16467234]"|data_input/cureus/nihms-635483.pdf|12|538314f417114a7ab2c98ed98fa776e4
"16467234] 
44. Hu F, Stampfer MJ, Manson JE, Rimm E, Colditz GA, Rosner BA, Hennekens CH, Willett WC. 
Dietary fat intake and the risk of coronary heart disease in women. N Engl J Med. 1997; 337(21):
1491–9. [PubMed: 9366580] 
45. Lichtenstein A, Appel LJ, Brands M, Carnethon M, Daniels S, Franch HA, Franklin B, Kris-
Etherton P, Harris WS, Howard B, Karanja N, Lefevre M, Rudel L, Sacks F, Van Horn L, Winston"|data_input/cureus/nihms-635483.pdf|12|03e6dfc752f94a64a2fbcc0362efe82e
"M, Wylie-Rosett J, American Heart Association Nutrition Committee. Diet and lifestyle 
recommendations revision 2006: a scientific statement from the American Heart Association 
Nutrition Committee. Circulation. 2009; 114:82–96. [PubMed: 16785338] 
46. Fuhrman B, Aviram M. Flavonoids protect LDL from oxidation and attenuate atherosclerosis. Curr 
Opin Lipidol. 2001; 12(1):41–8. [PubMed: 11176202]"|data_input/cureus/nihms-635483.pdf|12|64d68d2f93204f5d99438660f71b73c3
"47. Covas MI, Nyyssonen K, Poulsen HE, et al. The effect of polyphenols in olive oil on heart disease 
risk factors: a randomized trial. Ann Intern Med. 2006; 145(5):333–41. [PubMed: 16954359] 
48. Visioli F, Caruso D, Grande S, et al. Virgin Olive Oil Study (VOLOS): vasoprotective potential of 
extra virgin olive oil in mildly dyslipidemic patients. Eur J Nutr. 2005; 44(2):121–7. [PubMed: 
15309433] 
49. Marin C, Ramirez R, Delgado-Lista J, Yubero-Serrano EM, Perez-Martinez P, Carracedo J,"|data_input/cureus/nihms-635483.pdf|12|b8783ef810a140d683a0719d88a8a732
"Garcia-Rios A, Rodriguez F, Gutierrez-Mariscal FM, Gomez P, Perez-Jimenez F, Lopez-Miranda 
J. Mediterranean diet reduces endothelial damage and improves the regenerative capacity of 
endothelium. Am J Clin Nutr. 2011; 93(2):267–74. [PubMed: 21123460] 
50. Bellido C, López-Miranda J, Blanco-Colio LM, Pérez-Martínez P, Muriana FJ, Martín-Ventura JL, 
Marín C, Gómez P, Fuentes F, Egido J, Pérez-Jiménez F. Butter and walnuts, but not olive oil,"|data_input/cureus/nihms-635483.pdf|12|8f29cb6ebf4b4677ab2da16cb5caaf8d
"elicit postprandial activation of nuclear transcription factor kappaB in peripheral blood 
mononuclear cells from healthy men. Am J Clin Nutr. 2004; 80(6):1487–91. [PubMed: 15585759] 
51. Widmer R, Freund MA, Flammer AJ, Sexton J, Lennon R, Romani A, Mulinacci N, Vinceri FF, 
Lerman LO, Lerman A. Beneficial effects of polyphenol-rich olive oil in patients with early 
atherosclerosis. Eur J Nutr. 2012 Epub ahead of print."|data_input/cureus/nihms-635483.pdf|12|e4c7c7ea7613412bb0c5907428098ce1
"52. Mensink R, Katan MB. Effect of dietary fatty acids on serum lipids and lipoproteins. A meta-
analysis of 27 trials. Arterioscler Thromb. 1992; 12(8):911–9. [PubMed: 1386252] 
53. Shah M, Adams-Huet B, Garg A. Effect of high-carbohydrate or high-cis-monounsaturated fat 
diets on blood pressure: a meta-analysis of intervention trials. Am J Clin Nutr. 2007; 85(5):1251–
6. [PubMed: 17490960] 
54. Howard B, Kritchevsky D. Phytochemicals and cardiovascular disease. A statement for healthcare"|data_input/cureus/nihms-635483.pdf|12|178c0853c67f4b45b739f97c68ef550f
"professionals from the American Heart Association. Circulation. 1997; 95(11):2591–3. [PubMed: 
9184593] 
55. Beitz R, Mensink GBM, Fischer B. Blood pressure and vitamin C and fruit and vegetable intake. 
Annals of Nutr & Metabolism. 2003; 47:214–20.
56. Alonso A, de la Fuente C, Martín-Arnau AM, de Irala J, Martínez JA, Martínez-González MA. 
Fruit and vegetable consumption is inversely associated with blood pressure in a Mediterranean"|data_input/cureus/nihms-635483.pdf|12|9d202345913348b4b442d1aeeec0a696
"population with a high vegetable-fat intake: the Seguimiento Universidad de Navarra (SUN) 
Study. Brit J Nutr. 2004; 92:311–319. 2004;92:311-9. [PubMed: 15333163] 
57. Lin B, Morrison RM. Higher fruit consumption linked with lower body mass index. Food Review. 
2002; 25:28–32.
58. Miura K, Greenland P, Stamler J, Liu K, Daviglus ML, Nakagawa H. Relation of vegetable, fruit, 
and meat intake to 7-year blood pressure change in middle-aged men: the Chicago Western"|data_input/cureus/nihms-635483.pdf|12|4404a78d856b493db76dd5fc6773a7db
"Electric Study. Am J Epidemiol. 2004; 159:572–580. 2004;159:572-80. [PubMed: 15003961] 
59. Dauchet L, Amouyel P, Hercberg S, Dallongeville J. Fruit and vegetable consumption and risk of 
coronary heart disease: a meta-analysis of cohort studies. J Nutr. 2006; 136(10):2588–93. 
[PubMed: 16988131] Widmer et al. Page 13
Am J Med . Author manuscript; available in PMC 2016 March 01.
NIH-PA Author Manuscript NIH-PA Author Manuscript NIH-PA Author Manuscript"|data_input/cureus/nihms-635483.pdf|12|19760a3b475449499f110bac6b60866f
"60. He F, Nowson CA, Lucas M, MacGregor GA. Increased consumption of fruit and vegetables is 
related to a reduced risk of coronary heart disease: meta-analysis of cohort studies. J Hum 
Hypertens. 2007; 21(9):717–28. [PubMed: 17443205] 
61. Dauchet L, Amouyel P, Dallongeville J. Fruits, vegetables and coronary heart disease. Nat Rev 
Cardiol. 2009; 6(9):599–608. [PubMed: 19652655] 
62. Crowe F, Roddam AW, Key TJ, Appleby PN, Overvad K, Jakobsen MU, Tjønneland A, Hansen L,"|data_input/cureus/nihms-635483.pdf|13|98a4d2519ff940eea7a834e0bcea6933
"Boeing H, Weikert C, Linseisen J, Kaaks R, Trichopoulou A, Misirli G, Lagiou P, Sacerdote C, 
Pala V, Palli D, Tumino R, Panico S, Bueno-de-Mesquita HB, Boer J, van Gils CH, Beulens JW, 
Barricarte A, Rodríguez L, Larrañaga N, Sánchez MJ, Tormo MJ, Buckland G, Lund E, Hedblad 
B, Melander O, Jansson JH, Wennberg P, Wareham NJ, Slimani N, Romieu I, Jenab M, Danesh J, 
Gallo V, Norat T, Riboli E, European Prospective Investigation into Cancer and Nutrition (EPIC)-"|data_input/cureus/nihms-635483.pdf|13|f0f6cfb0e00347a28712fc1a0ed1e085
"Heart Study Collaborators. Fruit and vegetable intake and mortality from ischaemic heart disease: 
results from the European Prospective Investigation into Cancer and Nutrition (EPIC)-Heart study. 
Eur Heart J. 2011; 32(10):1235–43. [PubMed: 21245490] 
63. Broekmans W, Klopping-Ketelaars WAA, Kluft C, van den Berg H, Kok FJ, van Poppel G. Fruit 
and vegetables and cardiovascular risk profile: a diet controlled intervention study. Eur J Clin 
Nutr. 2001; 55(8):636–42. [PubMed: 11477461]"|data_input/cureus/nihms-635483.pdf|13|e310f2d894134e50a0ae97c2d537c8e5
