node_1|node_2|edge|chunk_id|count
Widmer et al.|Am J Med|author manuscript published in the Am J Med by Widmer et al.|5cdc7e2eeb9240139162caaf877b324f|4
NIH-PA Author Manuscript|Author|is by|1034a9f574e64c3c9521112492250357|4
reduction in cardiovascular disease surrogates|increased consumption of fruits and vegetables|shows a relationship|2f0b976667424961a97bccf113b803d2|4
study|2003|showed a 3.0 mmHg drop in systolic blood pressure among women who consumed a higher amount of fruits, vegetables, or vitamin C with no difference in men (55)|2f0b976667424961a97bccf113b803d2|4
fruit and vegetables|vitamin C|consumption|2f0b976667424961a97bccf113b803d2|4
vegetable consumption|blood pressure|inversely associated|99e366de61944a079142c9bfc5e7d0a3|4
Mediterranean population|high vegetable-fat intake|associated with|99e366de61944a079142c9bfc5e7d0a3|4
fruit and vegetable intake|lower body mass index|linked with|99e366de61944a079142c9bfc5e7d0a3|4
cross-sectional study|increased fruit and vegetable intake|associated with|99e366de61944a079142c9bfc5e7d0a3|4
prospective Chicago Western Electric Study|red meat intake|slight benefit on blood pressure compared to|99e366de61944a079142c9bfc5e7d0a3|4
red meat consumption|blood pressure elevation|increased red meat consumption produces net blood pressure elevation in middle-aged men compared to increased fruit and vegetable intake.|247d2713d6b64fcfb9a8851a2294fee9|4
fruit and vegetable intake|cardiovascular disease|increased fruit and vegetable intake is associated with a reduced relative risk in cardiovascular disease compared to red meat consumption.|247d2713d6b64fcfb9a8851a2294fee9|4
vegetables serving|relative risk reduction|each serving of vegetables is associated with a 4% relative risk reduction in cardiovascular disease.|247d2713d6b64fcfb9a8851a2294fee9|4
fruit daily increase|relative risk reduction|each daily increase in servings of fruit is associated with a 7% relative risk reduction in cardiovascular disease.|247d2713d6b64fcfb9a8851a2294fee9|4
heterogeneity|publication bias|affected by|5d2e3219ee91424f93baeefedd25aabd|4
large meta-analysis|over 200,000 patients|involving|5d2e3219ee91424f93baeefedd25aabd|4
reduction in cardiovascular disease events|three to five servings of fruits and vegetables daily|resulting from|5d2e3219ee91424f93baeefedd25aabd|4
primary endpoint|17% reduction|being|5d2e3219ee91424f93baeefedd25aabd|4
data reaffirmed two years later|(60, 61)|from|5d2e3219ee91424f93baeefedd25aabd|4
population-based evidence|Evaluating Pimobendan In Cardiomegaly (EPIC)-Heart study|provided by|5d2e3219ee91424f93baeefedd25aabd|4
fruits and vegetables|lower risk|showed, after an eight-year follow up of 313,074 patients without overt atherosclerosis, a 22% lower risk|55ef922cf2bd4ad3824b4cb78d65f11b|4
fruits and vegetables|portions|consuming eight portions of fruits and vegetables a day as compared to three portions or less|55ef922cf2bd4ad3824b4cb78d65f11b|4
patients without overt atherosclerosis|follow up|an eight-year follow up of 313,074 patients without overt atherosclerosis|55ef922cf2bd4ad3824b4cb78d65f11b|4
fruits and vegetables|fatal ischemic heart disease|a 22% lower risk of fatal ischemic heart disease in those consuming eight portions of fruits and vegetables a day as compared to three portions or less|55ef922cf2bd4ad3824b4cb78d65f11b|4
RCT data|not convincing|RCT data is not as convincing|55ef922cf2bd4ad3824b4cb78d65f11b|4
cardiovascular disease benefits|fruits and vegetables|utilizing cardiovascular disease surrogates as endpoints|55ef922cf2bd4ad3824b4cb78d65f11b|4
2001 RCT|increased fruits and vegetables|showed that increased fruits and vegetables|bd99ed69191e4d9d85cfa140ed88582d|4
no significant change|lipid or blood pressure profiles|in lipid or blood pressure profiles|bd99ed69191e4d9d85cfa140ed88582d|4
strong trend|both|existed for both|bd99ed69191e4d9d85cfa140ed88582d|4
subsequent RCT|statistically significant effect|showed a statistically significant effect of fruit and vegetable consumption on both plasma antioxidant concentrations and blood pressure|bd99ed69191e4d9d85cfa140ed88582d|4
potential benefit|fruits and vegetables|could lie in reduced total caloric|bd99ed69191e4d9d85cfa140ed88582d|4
antioxidant properties|fruit and vegetables|evidence establishes the antioxidant properties of fruit and vegetables|598ec24e90bf40a9b8ed2ce7e26e7a7f|4
health benefits|increased flavonol intake|establishes the health benefits of increased flavonol intake|598ec24e90bf40a9b8ed2ce7e26e7a7f|4
alternative mechanisms|proposed (67)|alternative mechanisms have been proposed|598ec24e90bf40a9b8ed2ce7e26e7a7f|4
effects of nitric oxide species|concomitant weight loss|could include the effects of nitric oxide or concomitant weight loss associated with diets high in fruits and vegetables|598ec24e90bf40a9b8ed2ce7e26e7a7f|4
RCT, outcomes-based data|wide array|a wide array of RCT, outcomes-based data does|598ec24e90bf40a9b8ed2ce7e26e7a7f|4
fruits and vegetables|cardiovascular disease prevention|used for|1af414a434a345a6bd90ef78bd2170ee|4
Mediterranean diet|cardiovascular disease benefit|provide the most|1af414a434a345a6bd90ef78bd2170ee|4
Author|Manuscript|is written by|76088bd637744b0fbbab97d14f7cb08b|4
Whole Grain Foods High in Fiber|Morbidity and Mortality|beneficial effect on|2cc28a0086c94e66ade42b52e54ed1b4|4
AHA Guidelines|Diets high in fiber|indicate that|2cc28a0086c94e66ade42b52e54ed1b4|4
Total Dietary Fiber Intake|25-30 g per day from whole foods|recommend a|2cc28a0086c94e66ade42b52e54ed1b4|4
whole grains consumption|dietary fiber intake|promotes cardiovascular disease health|ec66e41d4c5c47c08edb0dab7fe27bbf|4
cardiovascular disease health|blood pressure, cholesterol, markers of inflammation|surrogate markers|ec66e41d4c5c47c08edb0dab7fe27bbf|4
RCTs|hard cardiovascular disease endpoints|mixed data|ec66e41d4c5c47c08edb0dab7fe27bbf|4
BMI|waist circumference|both were mentioned as factors being compared in the group randomized to hypocaloric whole grains.|7d0b9410adfe4e23bb43961cf9617977|4
hypocaloric whole grains|hypocaloric refined grains|both are mentioned as part of a comparison in the given context.|7d0b9410adfe4e23bb43961cf9617977|4
whole grains +/− whole|refined carbohydrates|they were compared in a RCT (randomized controlled trial).|7d0b9410adfe4e23bb43961cf9617977|4
overweight individuals|control, intermediate whole grain, high whole grain diets|randomized to|84c7b564424a4971afd3cd6a692685b5|4
control, intermediate whole grain, high whole grain diets|normal carbohydrate intake|in substitution for their|84c7b564424a4971afd3cd6a692685b5|4
overweight individuals|cardiovascular disease surrogate markers|no significant differences in observed after four months|84c7b564424a4971afd3cd6a692685b5|4
whole grains|cardiovascular disease|reduce|3855e44a0a974f57b915917293ecdb3a|4
series of prospective cohort studies|21% reduction in cardiovascular disease events and mortality|showed a collective benefit in|3855e44a0a974f57b915917293ecdb3a|4
Iowa Women's Study|Nurses Health Study|Both are referenced as sources for the study of disease morbidity with increased intake of whole grain sources.|73491b808ec042e88785a23ecedb0fef|4
whole grains|improved all cause and cardiovascular disease mortality|Consumption of whole grains is associated with improved all cause and cardiovascular disease mortality in women with type 2 diabetes.|73491b808ec042e88785a23ecedb0fef|4
mechanisms|benefit of whole grains on cardiovascular disease|Mechanisms are provided for the benefit of whole grains on cardiovascular disease.|73491b808ec042e88785a23ecedb0fef|4
whole-body benefits|increased fiber from whole grains|The whole-body benefits of increased fiber from whole grains are related to the study.|73491b808ec042e88785a23ecedb0fef|4
reduced inflammation|reactive oxidation|related in the context of observational studies|3dcfd9ac7a0a40219f351a6812545c46|4
lipid profiles|blood pressure|mentioned together in same sentence in context|3dcfd9ac7a0a40219f351a6812545c46|4
benefits extend to improved glucose metabolism|reduction in weight|related in the context of observational studies|3dcfd9ac7a0a40219f351a6812545c46|4
high-fiber whole grain diets|absorption of fats, simple carbohydrates, or toxins|alternative for the benefit of increased fiber intake|3dcfd9ac7a0a40219f351a6812545c46|4
large cohort studies and meta-|benefit of increased fiber intake|confirmed by large cohort studies and meta-|3dcfd9ac7a0a40219f351a6812545c46|4
recommendation promoting whole grains|RCT data regarding a reduction in cardiovascular disease morbidity or mortality|relationship between the two concepts, node_1 and node_2 in one sentence|0b3eeac4ea874bcfa84715bc05cbbd08|4
increased whole grain intake|cardiovascular disease prevention|relationship between the two concepts, node_1 and node_2 in one sentence|0b3eeac4ea874bcfa84715bc05cbbd08|4
whole grains|remainder of the Mediterranean diet|relationship between the two concepts, node_1 and node_2 in one sentence|0b3eeac4ea874bcfa84715bc05cbbd08|4
NIH-PA Author Manuscript|Manuscript|is a type of|09cad9f7e23049ba8af836d3706b7e2c|4
NIH-PA Author Manuscript|NIH-PA|is an instance of|09cad9f7e23049ba8af836d3706b7e2c|4
nuts and legumes|positive effect|Predominantly, the data regarding the beneficial effect of moderate nut consumption is positive|25b5429d25b340c09f3fdeec605dbd99|4
moderate nut consumption|cardiovascular disease morbidity and mortality impact|Nuts, but most early observational data point to a reduction in cardiovascular disease risk with isocaloric nut consumption|25b5429d25b340c09f3fdeec605dbd99|4
beneficial effect|isocaloric nut consumption|similar convincing evidence cannot support the same for legumes|25b5429d25b340c09f3fdeec605dbd99|4
early observational data|cardiovascular disease risk reduction|Nuts, but most early observational data point to a reduction in cardiovascular disease risk with isocaloric nut consumption|25b5429d25b340c09f3fdeec605dbd99|4
nut consumption|preventative risk reduction on heart disease|offer|02986d8493a840a481cbe4593d05ad61|4
walnuts, peanuts, almonds|replacing|for a serving of carbohydrates or saturated fats|02986d8493a840a481cbe4593d05ad61|4
blood lipids|reduced|with the risk for cardiovascular disease by 30% and 45%, respectively|02986d8493a840a481cbe4593d05ad61|4
cholesterol|walnut consumption|increased walnut consumption leads to reduced cholesterol|a91e834dc2aa41f5ad807f8843ee3ff5|4
inflammatory and oxidants mediators|walnut consumption|increased walnut consumption reduces inflammation and oxidant mediators|a91e834dc2aa41f5ad807f8843ee3ff5|4
no evidence|reductions in other risk factors or cardiovascular disease mortality|no significant impact observed on other risk factors or CV disease mortality with increased walnut consumption|a91e834dc2aa41f5ad807f8843ee3ff5|4
meta-analysis|nuts|study suggests benefits of nuts on weight loss|a91e834dc2aa41f5ad807f8843ee3ff5|4
meta-analysis of four observational studies|large studies|a large scale study was a meta-analysis of four observational studies|a91e834dc2aa41f5ad807f8843ee3ff5|4
Study|Physician’s Health Study|both are types of studies|bdfa17612c094902bdacd71112308671|4
Cardiovascular disease|Nut consumption|inverse relationship between nut consumption and cardiovascular disease|bdfa17612c094902bdacd71112308671|4
Primary endpoint|Cardiovascular disease|primary endpoint is related to cardiovascular disease|bdfa17612c094902bdacd71112308671|4
Servings per week|Nut consumption|number of servings per week is related to nut consumption|bdfa17612c094902bdacd71112308671|4
Primary cardiovascular disease|Incidence|primary cardiovascular disease incidence is discussed|bdfa17612c094902bdacd71112308671|4
RCT data|Underpowered studies|RCT data relates to underpowered studies|bdfa17612c094902bdacd71112308671|4
Studies|Large|large relates to studies|bdfa17612c094902bdacd71112308671|4
Mediterranean diet|cardiovascular disease prevention benefits|supplemented with nuts offers evidence|92584f58a7674c0eb42e7b1c9ca1c163|4
nuts|benefits|that could be studied|92584f58a7674c0eb42e7b1c9ca1c163|4
remainder of the Mediterranean diet|ascribing the benefit solely to nuts|so ascribing the benefit solely to|92584f58a7674c0eb42e7b1c9ca1c163|4
numerous cohort studies|quite a few|in conjunction with the remainder of the Mediterranean diet, so ascribing the benefit solely to nuts would be an overstatement of the data.|92584f58a7674c0eb42e7b1c9ca1c163|4
smaller RCTs|benefit in terms of lipid profiles|smaller RCTs have shown a benefit in terms of lipid profiles|62fe3e95dd1a4bb68cb0e800f5b05de7|4
reducing ROS|improving vascular function|smaller RCTs have shown a benefit in terms of lipid profiles, reducing ROS, improving vascular function|62fe3e95dd1a4bb68cb0e800f5b05de7|4
reducing blood pressure|improving cardiovascular morbidity and mortality|smaller RCTs have shown a benefit in terms of lipid profiles, reducing ROS, improving vascular function, reducing blood pressure, and improving cardiovascular morbidity and mortality|62fe3e95dd1a4bb68cb0e800f5b05de7|4
increased nut consumption|cardiovascular disease prevention|smaller RCTs have shown a benefit in terms of lipid profiles, reducing ROS, improving vascular function, reducing blood pressure, and improving cardiovascular morbidity and mortality. Furthermore, such convincing evidence regarding increased nut consumption on cardiovascular disease prevention would likely lend it to being a food which can be consumed in isolation, without the added benefit offered by the Mediterranean diet although|62fe3e95dd1a4bb68cb0e800f5b05de7|4
Mediterranean diet|consumed in isolation|smaller RCTs have shown a benefit in terms of lipid profiles, reducing ROS, improving vascular function, reducing blood pressure, and improving cardiovascular morbidity and mortality. Furthermore, such convincing evidence regarding increased nut consumption on cardiovascular disease prevention would likely lend it to being a food which can be consumed in isolation, without the added benefit offered by the Mediterranean diet although|62fe3e95dd1a4bb68cb0e800f5b05de7|4
Mediterranean diet|greater cardiovascular disease benefit|When added to the Mediterranean diet, it can offer greater cardiovascular disease benefit|2b4d95fc0e144475be99181b9c2f9219|4
Legumes|considered seeds of plants that contain roots|They are typically considered the seeds of plants that contain roots|2b4d95fc0e144475be99181b9c2f9219|4
Legumes|Nitrogen-fixing bacteria on their roots|These seeds utilize nitrogen-fixing bacteria on their roots|2b4d95fc0e144475be99181b9c2f9219|4
Legumes|Wide variety of sources and types difficult to study|A wide variety of sources and types of legumes are difficult to carefully study|2b4d95fc0e144475be99181b9c2f9219|4
Legumes|low-glycemic|These seeds are considered low-glycemic|2b4d95fc0e144475be99181b9c2f9219|4
Legumes|useful dietary source of protein and fiber|They are a useful dietary source of protein and fiber|2b4d95fc0e144475be99181b9c2f9219|4
legume and soy intake|preventing cardiovascular disease|Initial observational studies showed legume and soy intake to be beneficial toward preventing cardiovascular disease|50e80b3dd48c4457b6b439c2ff76794d|4
NHANES data|cardiovascular disease|showed an 11% reduction in cardiovascular disease in women who consumed legumes four or more times weekly over those who consumed legumes one, or fewer, times weekly|50e80b3dd48c4457b6b439c2ff76794d|4
legume and soy intake|beneficial effect on health|Initial observational studies showed legume and soy intake to be beneficial toward preventing cardiovascular disease|50e80b3dd48c4457b6b439c2ff76794d|4
data from Japan|similar observational data|Similar observational data has been reported out of Japan|50e80b3dd48c4457b6b439c2ff76794d|4
data from China|similar observational data|Similar observational data has been reported out of China|50e80b3dd48c4457b6b439c2ff76794d|4
NIH-PA Author Manuscript|Author Manuscript|is a type of|59e4ffaf1caf414b9077346f842c6230|4
RCT data|hard cardiovascular disease endpoints|rarely addresses|75292b19faf447e2a63e004fc326a439|4
grouped data|benefits|only shows marginal|75292b19faf447e2a63e004fc326a439|4
small RCTs in low-moderate risk patients|little to no change|show|75292b19faf447e2a63e004fc326a439|4
lipid levels|90-92|no change in|75292b19faf447e2a63e004fc326a439|4
meta-analysis|5% reduction in LDL levels|in patients who were randomized to high legume intake|75292b19faf447e2a63e004fc326a439|4
randomization|high legume intake|noted to have an|75292b19faf447e2a63e004fc326a439|4
effect on hard cardiovascular disease endpoints|RCTs|have shown a benefit|9d7804957096454f9cbaee5fbd31d652|4
blood pressure|patients with moderate hypertension ( 94)|in patients|9d7804957096454f9cbaee5fbd31d652|4
no benefit of soy|on NO bioavailability or BP in moderately hypertensive, post-menopausal women ( 95)|in moderately hypertensive, post-menopausal women|9d7804957096454f9cbaee5fbd31d652|4
meta-analyses|have been less convincing regarding cardiovascular|subsequent meta-analyses|9d7804957096454f9cbaee5fbd31d652|4
surrogate endpoints|studies|examining the effect|52b14b7662be452d9f2e5f078327a17d|4
anti-inflammatory and vaso-protective benefit|soy|providing potential for studies|52b14b7662be452d9f2e5f078327a17d|4
endothelial function|soy supplementation|examining the effect on|52b14b7662be452d9f2e5f078327a17d|4
benefit of soy|endothelial function|demonstrated in a meta-analysis of RCTs|52b14b7662be452d9f2e5f078327a17d|4
age-related results|baseline endothelial function|adjusted for|52b14b7662be452d9f2e5f078327a17d|4
RCTs studies|normotensive patients|studies showed no benefit on|b63ab1c985194df6a78d1b6e8a171349|4
earlier meta-analysis|RCTs studies|mirrored the findings of|b63ab1c985194df6a78d1b6e8a171349|4
abundance of observational data|little direct evidence|despite an abundance of|b63ab1c985194df6a78d1b6e8a171349|4
legume intake|direct cardiovascular disease benefit|we find little direct evidence that|b63ab1c985194df6a78d1b6e8a171349|4
nuts|legume intake|usually grouped together with|b63ab1c985194df6a78d1b6e8a171349|4
legume intake|Mediterranean diet|part of|cc04583bebea49ea97cb08d9874c5485|4
CVD protection|legume intake|positive impact on|cc04583bebea49ea97cb08d9874c5485|4
Mediterranean diet|cardiovascular disease|prevent|cc04583bebea49ea97cb08d9874c5485|4
Mediterranean diet|chronic diseases|prevents|cc04583bebea49ea97cb08d9874c5485|4
best-studied diet|Mediterranean Diet|is|cc04583bebea49ea97cb08d9874c5485|4
healthy eating|Mediterranean Diet|template of|cc04583bebea49ea97cb08d9874c5485|4
Mediterranean diet|cardiovascular disease risk reduction|reduces by mechanisms including|995f859e339b48cc9a55198d4560eab9|4
Mediterranean diet|NO bioavailability and antioxidant|providing|995f859e339b48cc9a55198d4560eab9|4
Mediterranean diet|secondary cardiovascular disease prevention benefit|has proven|e318729ed90b408bb21a0efb1b6ee125|4
Mediterranean diet|improvements in surrogate markers for cardiovascular disease|evidenced by observational, RTC, and even meta-analyses|e318729ed90b408bb21a0efb1b6ee125|4
constituents of the Mediterranean diet|fish and nuts|established|e318729ed90b408bb21a0efb1b6ee125|4
constituents of the Mediterranean diet|cardiovascular morbidity/mortality benefits|which can possibly be noted in|e318729ed90b408bb21a0efb1b6ee125|4
Mediterranean diet|Improvement in cardiovascular disease prevention|Observational and RCT data documented the relationship|84e8dcdd6d04468fb55772ec61a77981|4
Constituents of Mediterranean diet|Should be consumed in moderation|For a balanced diet and avoid caloric excess|84e8dcdd6d04468fb55772ec61a77981|4
Mediterranean diet|Preventive measures depend strongly upon length of time|As per Widmer et al. Page 9 Am J Med.|84e8dcdd6d04468fb55772ec61a77981|4
Author|Manuscript|Writes|9b9311516a81484284bed444a41a6d82|4
NIH-PA|Author Manuscript|Related to|9b9311516a81484284bed444a41a6d82|4
life-long commitment|episodic|opposed|52811eef53034f98b7b9b0fee1f2c9db|4
duration|intensity|relationship|52811eef53034f98b7b9b0fee1f2c9db|4
difficult to sustain|high intensities|reason for relationship|52811eef53034f98b7b9b0fee1f2c9db|4
dietary pattern|individual constituents|more important than|52811eef53034f98b7b9b0fee1f2c9db|4
detrimental effects|changing one or following a few dietary constituents|exclude relationship|52811eef53034f98b7b9b0fee1f2c9db|4
best culinary interventions|specific foods|do not involve|63877eb387e748828bc19a012a497810|4
best culinary interventions|collection of healthy nutrients|may relate to|63877eb387e748828bc19a012a497810|4
healthy nutrients|Mediterranean diet|comparable to|63877eb387e748828bc19a012a497810|4
Gertrud Siegenthaler Foundation|University of Zurich|support|20723fee2a444313b6d1794c7dd229bd|4
Swiss foundation for medical-biological scholarships (SSMBS; SNSF No PASMP3_132551)|University of Zurich|scholarship provider|20723fee2a444313b6d1794c7dd229bd|4
Lloyd-Jones D|References|author of|20723fee2a444313b6d1794c7dd229bd|4
Heart Disease|Stroke|both are health issues discussed in the context|308e7bc4123c4a01b338cfdf482ca7da|4
American Heart Association|Statistics Committee|the American Heart Association has a Statistics Committee|308e7bc4123c4a01b338cfdf482ca7da|4
Stroke|Stroke Statistics Subcommittee|the Stroke Statistics Subcommittee is a part of the larger Stroke division|308e7bc4123c4a01b338cfdf482ca7da|4
Circulation|Publication|Circulation is mentioned as a journal where the report was published|308e7bc4123c4a01b338cfdf482ca7da|4
2010; 121:e1–e170|[PubMed: 20048228]|reference|11aedb7c7b194e47abeecf6160cb4e33|4
2007; 357(12):1221–8|[PubMed: 17881753]|reference|11aedb7c7b194e47abeecf6160cb4e33|4
Seven Countries: A Multivariate Analysis of Death and Coronary Heart Disease|Harvard University Press; Cambridge, MA: 1980|publication|11aedb7c7b194e47abeecf6160cb4e33|4
dietary fatty acids|J Am Diet Assoc. 2007; 107:1599–611.|article reference|004a9e5167034e46aee17223b80c1bda|4
American Heart Association Nutrition Committee|Diet and lifestyle recommendations revision 2006|created by|004a9e5167034e46aee17223b80c1bda|4
Nutrition Committee|Circulation|published in|91a39900840a4e0fa59e5d4fe69ec08b|4
Circulation|PubMed: 16785338|cited in|91a39900840a4e0fa59e5d4fe69ec08b|4
Mediterranean diet|traditional risk factors|related to|91a39900840a4e0fa59e5d4fe69ec08b|4
Lyon Diet Heart Study|myocardial infarction|study on|91a39900840a4e0fa59e5d4fe69ec08b|4
Circulation|PubMed: 9989963|cited in|91a39900840a4e0fa59e5d4fe69ec08b|4
Mediterranean Diet|Cardiovascular Disease|Primary Prevention|0dd9c758d6674161ad6c3e6804be5f13|4
NEJM|Publication|Published in|0dd9c758d6674161ad6c3e6804be5f13|4
de Lorgeril M|Researcher|Researchers involved|0dd9c758d6674161ad6c3e6804be5f13|4
Mediterranean diet|pro-atherogenic genes|Effect of Mediterranean diet on the expression of pro-atherogenic genes|2363b6c6fd3c46028b4b9dee2d11c6fc|4
population at high cardiovascular risk|Mediterranean diet|in a population at high cardiovascular risk|2363b6c6fd3c46028b4b9dee2d11c6fc|4
Mediterranean-style diet|Effects|cause and effect|00e2a65f6c904315945b3bf017b84888|4
Mediterranean-style diet|Widmer et al.|referenced in the study|00e2a65f6c904315945b3bf017b84888|4
Mediterranean-style diet|Page 10|appears on page 10|00e2a65f6c904315945b3bf017b84888|4
cardiovascular risk factors|randomized trial|a randomized trial on cardiovascular risk factors|73b3138f887e4ff3a6794cb0cf503fe5|4
cardiovascular risk factors|Ann Intern Med|published in Ann Intern Med|73b3138f887e4ff3a6794cb0cf503fe5|4
cardiovascular risk factors|PubMed: 16818923|cited PubMed: 16818923|73b3138f887e4ff3a6794cb0cf503fe5|4
A concept from extracted ontology|Salas-Salvadó J, Bulló M, Babio N, Martínez-González MÁ, Ibarrola-Jurado N, Basora J, Estruch R, Covas MI, Corella D, Arós F, Ruiz-Gutiérrez V, Ros E, PREDIMED Study Investigators|authors of the study|73b3138f887e4ff3a6794cb0cf503fe5|4
A concept from extracted ontology|PREDIMED-Reus nutrition intervention randomized trial|study conducted in PREDIMED-Reus nutrition intervention randomized trial|73b3138f887e4ff3a6794cb0cf503fe5|4
A concept from extracted ontology|Diabetes Care|published in Diabetes Care|73b3138f887e4ff3a6794cb0cf503fe5|4
A concept from extracted ontology|[PubMed: 20929998]|cited PubMed: 20929998|73b3138f887e4ff3a6794cb0cf503fe5|4
Mediterranean diet supplemented with nuts|metabolic syndrome|effect of a Mediterranean diet on metabolic syndrome|6931b7840482414e8f267c62af2f5d4d|4
PREDIMED randomized trial|one-year results|status of the PREDIMED randomized trial|6931b7840482414e8f267c62af2f5d4d|4
19221219|PubMed|refers to|585faf415a4b4455b7935243d4581545|4
1986|year|occurs in the date range of|585faf415a4b4455b7935243d4581545|4
7|countries|in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Keys A|first author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Menotti A|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Karvonen MJ|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Aravanis C|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Blackburn H|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Buzina R|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Djordjevic BS|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Dontas AS|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Fidanza F|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Keys MH|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Am J Epidemiol|publication of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
3776973|PubMed|refers to|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Keys A|first author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Menotti A|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Karvonen MJ|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Aravanis C|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Blackburn H|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Buzina R|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Djordjevic BS|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Dontas AS|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Fidanza F|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
A concept from extracted ontology|Keys MH|co-author of The diet and 15-year death rate in the seven countries study|585faf415a4b4455b7935243d4581545|4
534,906 individuals|J Am Coll Cardiol|cited in the same context|2e3d8277b5d7432dafa7440da47520af|4
Nordmann A|Suter-Zimmermann K|co-authors of a study|2e3d8277b5d7432dafa7440da47520af|4
Harris WS|American Heart Association|affiliated with an organization|2e3d8277b5d7432dafa7440da47520af|4
consumption|fish oil|consumption of fish oil|6ef3c22c7e2743f89577c41091dda75e|4
fish oil|omega-3 fatty acids|contained in fish oil|6ef3c22c7e2743f89577c41091dda75e|4
omega-3 fatty acids|cardiovascular disease|associated with omega-3 fatty acids and cardiovascular disease|6ef3c22c7e2743f89577c41091dda75e|4
European Society of Cardiology|Committee for Practice Guidelines|is a part of|c8c0d968a5064e6dad68abfa71f60500|4
Fourth Joint Task Force|European Society of Cardiology and Other Societies on Cardiovascular Disease Prevention in Clinical Practice|constituted by|c8c0d968a5064e6dad68abfa71f60500|4
Heart J|28(19):2375–414|is a reference to an article|88e7b344dc2845d7a27bd3e133278c9b|4
PubMed: 17726041|Heart J|provides a citation for the article|88e7b344dc2845d7a27bd3e133278c9b|4
2007|Heart J|denotes the year of publication|88e7b344dc2845d7a27bd3e133278c9b|4
Bucher H|Hengstler P|are authors of a different study|88e7b344dc2845d7a27bd3e133278c9b|4
Schindler C|Meier G|are authors of another study|88e7b344dc2845d7a27bd3e133278c9b|4
N-3 polyunsaturated fatty acids in coronary heart disease|a meta-analysis of randomized controlled trials|is the topic of the study|88e7b344dc2845d7a27bd3e133278c9b|4
Am J Med. 2002; 112(4):298–304|PubMed: 11893369|provides a citation for the study|88e7b344dc2845d7a27bd3e133278c9b|4
Carroll D|Roth MT|are authors of a different study|88e7b344dc2845d7a27bd3e133278c9b|4
Evidence for the cardioprotective effects of omega-3 Fatty acids|Ann Pharmacother. 2002; 36(12):1950–6|is the topic of the study|88e7b344dc2845d7a27bd3e133278c9b|4
PubMed: 12452760|Ann Pharmacother. 2002; 36(12):1950–6|provides a citation for the study|88e7b344dc2845d7a27bd3e133278c9b|4
omega-3 fatty acid|sudden cardiac death prevention|Effects of omega-3 fatty acid for sudden cardiac death prevention|70d94a95cf374eb0b9311a3e44e2e896|4
cardiovascular disease|patients with|Effects of omega-3 fatty acid for sudden cardiac death prevention in patients with cardiovascular disease|70d94a95cf374eb0b9311a3e44e2e896|4
cardioprotective strategies|ω-3 fatty acids|strategies include ω-3 fatty acids|fd6f2523932c49ff997f2edcd73e0b40|4
Thromb Haemost.|2010; 104(4):664–80|article published in Thromb Haemost.|fd6f2523932c49ff997f2edcd73e0b40|4
PubMed: 20806105|Thromb Haemost. 2010; 104(4):664–80|article citation with PubMed ID|fd6f2523932c49ff997f2edcd73e0b40|4
